ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
61,A Mithun (IND),T,2010-2011,5,3,0,51,24,17,55,92.72,0,0,0
62,A Nao (PNG),H,2017-2017,2,1,1,9,9*,-,9,100,0,0,0
63,A Nao (PNG),A,2017-2023,10,7,4,26,11,8.66,28,92.85,0,0,1
64,A Nao (PNG),N,2017-2023,14,12,5,91,46,13,97,93.81,0,0,0
65,A Nao (PNG),T,2017-2023,26,20,10,126,46,12.6,134,94.02,0,0,1
66,A Ndlovu (ZIM),A,2019-2019,2,-,-,-,-,-,-,-,-,-,-
67,A Ndlovu (ZIM),T,2019-2019,2,-,-,-,-,-,-,-,-,-,-
68,A Nehra (Asia/IND),N,2001-2010,44,13,6,27,8*,3.85,65,41.53,0,0,3
69,A Nehra (Asia/IND),T,2001-2011,120,46,21,141,24,5.64,246,57.31,0,0,9
70,A Nehra (IND),H,2002-2011,33,11,3,37,16*,4.62,70,52.85,0,0,2
71,A Nehra (IND),A,2001-2011,43,22,12,77,24,7.7,111,69.36,0,0,4
72,A Neill (SCOT),H,2019-2022,3,2,1,2,2,2,13,15.38,0,0,0
73,A Neill (SCOT),A,2021-2022,2,1,1,14,14*,-,20,70,0,0,0
74,A Neill (SCOT),N,2022-2022,3,2,2,6,4*,-,6,100,0,0,0
75,A Neill (SCOT),T,2019-2022,8,5,4,22,14*,22,39,56.41,0,0,0
76,A Nel (SA),H,2001-2008,36,9,7,74,30*,37,58,127.58,0,0,0
77,A Nel (SA),A,2001-2008,30,6,2,31,13,7.75,43,72.09,0,0,0
78,A Nel (SA),N,2003-2007,13,7,3,22,12*,5.5,65,33.84,0,0,2
79,A Nel (SA),T,2001-2008,79,22,12,127,30*,12.7,166,76.5,0,0,2
80,A Nortje (SA),H,2019-2023,13,3,1,14,8,7,25,56,0,0,0
81,A Nortje (SA),A,2021-2022,8,3,0,16,10,5.33,21,76.19,0,0,1
82,A Nortje (SA),T,2019-2023,21,6,1,30,10,6,46,65.21,0,0,1
83,A Patel (CAN),A,2003-2003,1,-,-,-,-,-,-,-,-,-,-
84,A Patel (CAN),N,2003-2003,1,1,0,25,25,25,29,86.2,0,0,0
85,A Patel (CAN),T,2003-2003,2,1,0,25,25,25,29,86.2,0,0,0
86,A Phillip (WI),H,2021-2022,2,1,1,21,21*,-,22,95.45,0,0,0
87,A Phillip (WI),A,2022-2022,3,1,0,1,1,1,3,33.33,0,0,0
88,A Phillip (WI),T,2021-2022,5,2,1,22,21*,22,25,88,0,0,0
89,A Ranatunga (SL),H,1982-1998,68,59,18,1908,131*,46.53,2215,86.13,2,14,2
90,A Ranatunga (SL),A,1982-1999,82,80,11,2233,102*,32.36,3026,73.79,1,12,5
91,A Ranatunga (SL),N,1983-1999,119,116,18,3315,101*,33.82,4330,76.55,1,23,11
92,A Ranatunga (SL),T,1982-1999,269,255,47,7456,131*,35.84,9571,77.9,4,49,18
93,A Ratra (IND),H,2002-2002,11,7,1,88,30,14.66,121,72.72,0,0,0
94,A Ratra (IND),A,2002-2002,1,1,0,2,2,2,6,33.33,0,0,0
95,A Ratra (IND),T,2002-2002,12,8,1,90,30,12.85,127,70.86,0,0,0
96,A Saud (NEPAL),H,2022-2022,3,3,0,60,51,20,116,51.72,0,1,1
97,A Saud (NEPAL),A,2022-2022,2,2,0,47,29,23.5,96,48.95,0,0,0
98,A Saud (NEPAL),N,2022-2022,2,2,0,18,18,9,47,38.29,0,0,1
99,A Saud (NEPAL),T,2022-2022,7,7,0,125,51,17.85,259,48.26,0,1,2
100,A Shahzad (ENG),H,2010-2010,2,1,0,5,5,5,9,55.55,0,0,0
101,A Shahzad (ENG),A,2010-2011,9,7,2,34,9,6.8,51,66.66,0,0,0
102,A Shahzad (ENG),T,2010-2011,11,8,2,39,9,6.5,60,65,0,0,0
103,A Shamshudeen (CAN),A,2007-2007,1,1,0,3,3,3,28,10.71,0,0,0
104,A Shamshudeen (CAN),T,2007-2007,1,1,0,3,3,3,28,10.71,0,0,0
105,A Sharafu (UAE),H,2021-2023,7,7,0,44,21,6.28,71,61.97,0,0,2
106,A Sharafu (UAE),A,2022-2022,5,4,0,101,35,25.25,166,60.84,0,0,0
107,A Sharafu (UAE),N,2022-2022,2,1,0,22,22,22,25,88,0,0,0
108,A Sharafu (UAE),T,2021-2023,14,12,0,167,35,13.91,262,63.74,0,0,2
109,A Sharma (UAE),N,2023-2023,1,1,0,0,0,0,2,0,0,0,1
110,A Sharma (UAE),T,2023-2023,1,1,0,0,0,0,2,0,0,0,1
111,A Symonds (AUS),H,2000-2008,83,68,7,1768,151,28.98,1896,93.24,1,10,10
112,A Symonds (AUS),A,1998-2008,73,61,12,2122,156,43.3,2295,92.46,3,12,4
113,A Symonds (AUS),N,1999-2009,42,32,14,1198,143*,66.55,1313,91.24,2,8,1
114,A Symonds (AUS),T,1998-2009,198,161,33,5088,156,39.75,5504,92.44,6,30,15
115,A Turner (AUS),H,1975-1975,1,1,0,46,46,46,50,92,0,0,0
116,A Turner (AUS),A,1975-1975,1,1,0,7,7,7,20,35,0,0,0
117,A Turner (AUS),N,1975-1975,4,4,0,194,101,48.5,239,81.17,1,0,0
118,A Turner (AUS),T,1975-1975,6,6,0,247,101,41.16,309,79.93,1,0,0
119,A Vala (PNG),H,2017-2022,6,6,0,165,64,27.5,234,70.51,0,1,1
120,A Vala (PNG),A,2016-2023,23,23,1,837,70,38.04,1126,74.33,0,6,2
121,A Vala (PNG),N,2014-2023,37,37,0,1001,104,27.05,1532,65.33,1,5,2
122,A Vala (PNG),T,2014-2023,66,66,1,2003,104,30.81,2892,69.26,1,12,5
123,A van der Merwe (IRE),H,2010-2011,3,-,-,-,-,-,-,-,-,-,-
124,A van der Merwe (IRE),A,2010-2010,6,6,2,15,8,3.75,25,60,0,0,2
125,A van der Merwe (IRE),T,2010-2011,9,6,2,15,8,3.75,25,60,0,0,2
126,A Zampa (AUS),H,2016-2022,23,10,4,77,22,12.83,107,71.96,0,0,1
127,A Zampa (AUS),A,2016-2023,43,24,9,138,36,9.2,238,57.98,0,0,2
128,A Zampa (AUS),N,2016-2019,13,3,1,1,1,0.5,4,25,0,0,1
129,A Zampa (AUS),T,2016-2023,79,37,14,216,36,9.39,349,61.89,0,0,4
130,AA Donald (SA),H,1992-2003,63,11,5,19,6,3.16,56,33.92,0,0,2
131,AA Donald (SA),A,1991-2002,51,17,9,45,11,5.62,114,39.47,0,0,6
132,AA Donald (SA),N,1992-2002,50,12,4,31,13,3.87,109,28.44,0,0,4
133,AA Donald (SA),T,1991-2003,164,40,18,95,13,4.31,279,34.05,0,0,12
134,AA Mallett (AUS),H,1971-1975,2,-,-,-,-,-,-,-,-,-,-
135,AA Mallett (AUS),A,1972-1974,4,2,1,14,8,14,35,40,0,0,0
136,AA Mallett (AUS),N,1975-1975,3,1,0,0,0,0,1,0,0,0,1
137,AA Mallett (AUS),T,1971-1975,9,3,1,14,8,7,36,38.88,0,0,1
138,AA Mulla (CAN),H,2007-2008,4,4,0,45,15,11.25,88,51.13,0,0,0
139,AA Mulla (CAN),A,2007-2009,5,5,0,37,25,7.4,31,119.35,0,0,1
140,AA Mulla (CAN),N,2006-2009,15,15,0,400,58,26.66,476,84.03,0,1,1
141,AA Mulla (CAN),T,2006-2009,24,24,0,482,58,20.08,595,81,0,1,2
142,AA Noffke (AUS),H,2008-2008,1,-,-,-,-,-,-,-,-,-,-
143,AA Noffke (AUS),T,2008-2008,1,-,-,-,-,-,-,-,-,-,-
144,AA Obanda (KENYA),H,2007-2012,15,13,2,588,96*,53.45,788,74.61,0,6,0
145,AA Obanda (KENYA),A,2008-2013,19,17,0,391,65,23,566,69.08,0,2,1
146,AA Obanda (KENYA),N,2009-2014,15,15,0,327,89,21.8,410,79.75,0,1,1
147,AA Obanda (KENYA),T,2007-2014,49,45,2,1306,96*,30.37,1764,74.03,0,9,2
148,AA Paradkar (USA),N,2021-2021,2,2,1,15,13*,15,15,100,0,0,0
149,AA Paradkar (USA),T,2021-2021,2,2,1,15,13*,15,15,100,0,0,0
150,AA Shafique (OMA),A,2023-2023,1,1,0,13,13,13,33,39.39,0,0,0
151,AA Shafique (OMA),N,2023-2023,1,-,-,-,-,-,-,-,-,-,-
152,AA Shafique (OMA),T,2023-2023,2,1,0,13,13,13,33,39.39,0,0,0
153,Aamer Hameed (PAK),H,1977-1978,2,-,-,-,-,-,-,-,-,-,-
154,Aamer Hameed (PAK),T,1977-1978,2,-,-,-,-,-,-,-,-,-,-
155,Aamer Hanif (PAK),H,1995-1995,3,2,1,55,36*,55,67,82.08,0,0,0
156,Aamer Hanif (PAK),N,1993-1995,2,2,1,34,17*,34,61,55.73,0,0,0
157,Aamer Hanif (PAK),T,1993-1995,5,4,2,89,36*,44.5,128,69.53,0,0,0
158,Aamer Malik (PAK),H,1994-1994,1,1,0,20,20,20,34,58.82,0,0,0
159,Aamer Malik (PAK),A,1988-1990,13,13,0,246,90,18.92,495,49.69,0,2,1
160,Aamer Malik (PAK),N,1988-1989,10,9,1,290,77,36.25,460,63.04,0,3,0
161,Aamer Malik (PAK),T,1988-1994,24,23,1,556,90,25.27,989,56.21,0,5,1
162,Aamer Nazir (PAK),H,1993-1993,1,-,-,-,-,-,-,-,-,-,-
163,Aamer Nazir (PAK),A,1993-1995,5,2,1,4,3,4,4,100,0,0,0
164,Aamer Nazir (PAK),N,1993-1995,3,1,1,9,9*,-,16,56.25,0,0,0
165,Aamer Nazir (PAK),T,1993-1995,9,3,2,13,9*,13,20,65,0,0,0
166,Aamer Sohail (PAK),H,1991-2000,29,29,1,886,111,31.64,1249,70.93,1,6,2
167,Aamer Sohail (PAK),A,1992-1998,56,55,2,1647,87,31.07,2573,64.01,0,12,4
168,Aamer Sohail (PAK),N,1990-1999,71,71,2,2247,134,32.56,3475,64.66,4,13,4
169,Aamer Sohail (PAK),T,1990-2000,156,155,5,4780,134,31.86,7297,65.5,5,31,10
170,Aamer Yamin (PAK),A,2015-2018,4,3,2,95,62,95,96,98.95,0,1,0
171,Aamer Yamin (PAK),T,2015-2018,4,3,2,95,62,95,96,98.95,0,1,0
172,Aamir Kaleem (OMA),H,2022-2022,1,1,0,5,5,5,8,62.5,0,0,0
173,Aamir Kaleem (OMA),A,2019-2019,2,1,0,13,13,13,16,81.25,0,0,0
174,Aamir Kaleem (OMA),T,2019-2022,3,2,0,18,13,9,24,75,0,0,0
175,Aaqib Javed (PAK),H,1989-1998,30,4,0,51,21,12.75,69,73.91,0,0,0
176,Aaqib Javed (PAK),A,1988-1998,49,18,12,57,12*,9.5,102,55.88,0,0,3
177,Aaqib Javed (PAK),N,1988-1998,84,29,14,159,45*,10.6,285,55.78,0,0,4
178,Aaqib Javed (PAK),T,1988-1998,163,51,26,267,45*,10.68,456,58.55,0,0,7
179,Aarif Sheikh (NEPAL),H,2020-2023,14,10,1,246,52,27.33,367,67.02,0,1,0
180,Aarif Sheikh (NEPAL),A,2018-2023,16,15,2,262,63,20.15,438,59.81,0,1,4
181,Aarif Sheikh (NEPAL),N,2018-2023,12,11,2,290,66,32.22,488,59.42,0,3,0
182,Aarif Sheikh (NEPAL),T,2018-2023,42,36,5,798,66,25.74,1293,61.71,0,5,4
183,Aaron Jones (USA),H,2019-2022,12,12,0,475,97,39.58,689,68.94,0,3,0
184,Aaron Jones (USA),A,2019-2023,11,11,1,443,123*,44.3,541,81.88,1,2,0
185,Aaron Jones (USA),N,2019-2023,15,15,2,420,74,32.3,637,65.93,0,4,2
186,Aaron Jones (USA),T,2019-2023,38,38,3,1338,123*,38.22,1867,71.66,1,9,2
187,Aasif Sheikh (NEPAL),H,2022-2023,13,13,2,379,110,34.45,444,85.36,1,3,4
188,Aasif Sheikh (NEPAL),A,2021-2023,11,11,0,377,90,34.27,459,82.13,0,3,0
189,Aasif Sheikh (NEPAL),N,2021-2023,13,13,1,325,86*,27.08,474,68.56,0,2,0
190,Aasif Sheikh (NEPAL),T,2021-2023,37,37,3,1081,110,31.79,1377,78.5,1,8,4
191,AAW Gunawardena (SL),A,1994-1994,1,1,0,2,2,2,10,20,0,0,0
192,AAW Gunawardena (SL),T,1994-1994,1,1,0,2,2,2,10,20,0,0,0
193,Aayan Afzal Khan (UAE),H,2023-2023,3,3,1,37,35*,18.5,58,63.79,0,0,1
194,Aayan Afzal Khan (UAE),A,2022-2023,7,6,1,119,54*,23.8,155,76.77,0,1,0
195,Aayan Afzal Khan (UAE),N,2023-2023,7,6,2,174,94*,43.5,195,89.23,0,1,2
196,Aayan Afzal Khan (UAE),T,2022-2023,17,15,4,330,94*,30,408,80.88,0,2,3
197,AB Agarkar (IND),H,1998-2007,69,39,11,553,95,19.75,556,99.46,0,2,1
198,AB Agarkar (IND),A,1998-2007,60,36,5,334,53,10.77,498,67.06,0,1,6
199,AB Agarkar (IND),N,1998-2007,62,38,10,382,47,13.64,520,73.46,0,0,3
200,AB Agarkar (IND),T,1998-2007,191,113,26,1269,95,14.58,1574,80.62,0,3,10
201,AB Barath (WI),H,2010-2012,8,8,0,231,50,28.87,379,60.94,0,1,0
202,AB Barath (WI),A,2011-2011,6,6,1,163,113,32.6,233,69.95,1,0,2
203,AB Barath (WI),T,2010-2012,14,14,1,394,113,30.3,612,64.37,1,1,2
204,AB de Villiers (Afr/SA),N,2005-2017,53,51,5,2063,162*,44.84,2088,98.8,5,10,6
205,AB de Villiers (Afr/SA),T,2005-2018,228,218,39,9577,176,53.5,9473,101.09,25,53,7
206,AB de Villiers (SA),H,2005-2018,95,91,15,3994,176,52.55,3904,102.3,9,25,0
207,AB de Villiers (SA),A,2005-2017,80,76,19,3520,146,61.75,3481,101.12,11,18,1
208,AB Dinda (IND),H,2012-2013,3,2,0,3,3,1.5,6,50,0,0,1
209,AB Dinda (IND),A,2010-2012,7,2,0,18,16,9,29,62.06,0,0,0
210,AB Dinda (IND),N,2010-2012,3,1,0,0,0,0,1,0,0,0,1
211,AB Dinda (IND),T,2010-2013,13,5,0,21,16,4.2,36,58.33,0,0,2
212,Abdul Jabbar (CAN),A,2007-2007,2,2,0,59,44,29.5,82,71.95,0,0,0
213,Abdul Jabbar (CAN),T,2007-2007,2,2,0,59,44,29.5,82,71.95,0,0,0
214,Abdul Qadir (PAK),H,1984-1990,30,20,9,187,37,17,200,93.5,0,0,3
215,Abdul Qadir (PAK),A,1983-1990,30,21,3,233,41,12.94,305,76.39,0,0,2
216,Abdul Qadir (PAK),N,1983-1993,44,27,14,221,41*,17,344,64.24,0,0,1
217,Abdul Qadir (PAK),T,1983-1993,104,68,26,641,41*,15.26,849,75.5,0,0,6
218,Abdul Razzaq (Asia/PAK),N,1997-2011,125,103,21,2087,109*,25.45,2773,75.26,1,9,9
219,Abdul Razzaq (Asia/PAK),T,1996-2011,265,228,57,5080,112,29.7,6252,81.25,3,23,14
220,Abdul Razzaq (PAK),H,1996-2006,48,41,17,1057,107*,44.04,910,116.15,1,5,1
221,Abdul Razzaq (PAK),A,1998-2011,92,84,19,1936,112,29.78,2569,75.36,1,9,4
222,Abdul Rehman (UAE),N,2004-2004,1,1,0,1,1,1,13,7.69,0,0,0
223,Abdul Rehman (UAE),T,2004-2004,1,1,0,1,1,1,13,7.69,0,0,0
224,Abdul Shakoor (UAE),H,2015-2015,2,2,0,44,24,22,79,55.69,0,0,0
225,Abdul Shakoor (UAE),N,2018-2018,1,1,0,10,10,10,23,43.47,0,0,0
226,Abdul Shakoor (UAE),T,2015-2018,3,3,0,54,24,18,102,52.94,0,0,0
227,Abdullah Mazari (AFG),A,2010-2010,2,1,0,3,3,3,16,18.75,0,0,0
228,Abdullah Mazari (AFG),T,2010-2010,2,1,0,3,3,3,16,18.75,0,0,0
229,Abdullah Shafique (PAK),H,2023-2023,2,2,0,26,19,13,37,70.27,0,0,0
230,Abdullah Shafique (PAK),A,2022-2022,1,1,0,2,2,2,5,40,0,0,0
231,Abdullah Shafique (PAK),T,2022-2023,3,3,0,28,19,9.33,42,66.66,0,0,0
232,Abdur Rauf (PAK),H,2008-2008,3,-,-,-,-,-,-,-,-,-,-
233,Abdur Rauf (PAK),N,2008-2008,1,-,-,-,-,-,-,-,-,-,-
234,Abdur Rauf (PAK),T,2008-2008,4,-,-,-,-,-,-,-,-,-,-
235,Abdur Razzak (BAN),H,2005-2014,79,44,14,244,27,8.13,313,77.95,0,0,7
236,Abdur Razzak (BAN),A,2004-2014,51,40,21,419,53*,22.05,545,76.88,0,1,3
237,Abdur Razzak (BAN),N,2004-2010,23,13,4,116,22*,12.88,162,71.6,0,0,2
238,Abdur Razzak (BAN),T,2004-2014,153,97,39,779,53*,13.43,1020,76.37,0,1,12
239,Abdur Rehman (PAK),H,2006-2007,7,4,1,47,31,15.66,65,72.3,0,0,0
240,Abdur Rehman (PAK),A,2007-2014,11,9,1,43,22,5.37,95,45.26,0,0,3
241,Abdur Rehman (PAK),N,2007-2013,13,10,4,52,12*,8.66,103,50.48,0,0,1
242,Abdur Rehman (PAK),T,2006-2014,31,23,6,142,31,8.35,263,53.99,0,0,4
243,Abid Ali (PAK),H,2019-2020,3,3,0,117,74,39,121,96.69,0,1,0
244,Abid Ali (PAK),A,2019-2019,1,1,0,5,5,5,9,55.55,0,0,0
245,Abid Ali (PAK),N,2019-2019,2,2,0,112,112,56,120,93.33,1,0,1
246,Abid Ali (PAK),T,2019-2020,6,6,0,234,112,39,250,93.6,1,1,1
247,Abu Hider (BAN),H,2018-2018,1,-,-,-,-,-,-,-,-,-,-
248,Abu Hider (BAN),N,2018-2018,1,1,0,1,1,1,11,9.09,0,0,0
249,Abu Hider (BAN),T,2018-2018,2,1,0,1,1,1,11,9.09,0,0,0
250,Abu Jayed (BAN),A,2019-2019,1,-,-,-,-,-,-,-,-,-,-
251,Abu Jayed (BAN),N,2019-2019,1,-,-,-,-,-,-,-,-,-,-
252,Abu Jayed (BAN),T,2019-2019,2,-,-,-,-,-,-,-,-,-,-
253,Abul Hasan (BAN),H,2012-2018,6,2,0,8,7,4,10,80,0,0,0
254,Abul Hasan (BAN),A,2013-2013,1,1,0,3,3,3,6,50,0,0,0
255,Abul Hasan (BAN),T,2012-2018,7,3,0,11,7,3.66,16,68.75,0,0,0
256,AC Agar (AUS),H,2020-2022,5,3,1,46,28,23,42,109.52,0,0,1
257,AC Agar (AUS),A,2015-2023,16,14,3,228,46,20.72,277,82.31,0,0,2
258,AC Agar (AUS),T,2015-2023,21,17,4,274,46,21.07,319,85.89,0,0,3
259,AC Bedade (IND),H,1994-1994,5,4,2,80,51,40,91,87.91,0,1,0
260,AC Bedade (IND),A,1994-1994,4,3,1,32,21,16,39,82.05,0,0,0
261,AC Bedade (IND),N,1994-1994,4,3,0,46,44,15.33,53,86.79,0,0,0
262,AC Bedade (IND),T,1994-1994,13,10,3,158,51,22.57,183,86.33,0,1,0
263,AC Botha (IRE),H,2006-2009,12,11,2,274,52,30.44,369,74.25,0,1,1
264,AC Botha (IRE),A,2006-2011,15,14,0,247,34,17.64,376,65.69,0,0,1
265,AC Botha (IRE),N,2006-2011,15,13,2,145,56,13.18,225,64.44,0,1,3
266,AC Botha (IRE),T,2006-2011,42,38,4,666,56,19.58,970,68.65,0,2,5
267,AC Cummins (CAN/WI),A,1991-2007,31,22,5,197,44*,11.58,260,75.76,0,0,1
268,AC Cummins (CAN/WI),N,1991-2007,36,22,6,225,41,14.06,261,86.2,0,0,3
269,AC Cummins (CAN/WI),T,1991-2007,76,49,13,486,44*,13.5,586,82.93,0,0,4
270,AC Cummins (WI),H,1992-1994,9,5,2,64,24,21.33,65,98.46,0,0,0
271,AC Dale (AUS),H,1997-2000,13,5,2,27,15,9,54,50,0,0,1
272,AC Dale (AUS),A,1997-1999,13,6,5,48,15*,48,77,62.33,0,0,0
273,AC Dale (AUS),N,1998-1999,4,1,1,3,3*,-,5,60,0,0,0
274,AC Dale (AUS),T,1997-2000,30,12,8,78,15*,19.5,136,57.35,0,0,1
275,AC Dawson (SA),H,2001-2001,1,-,-,-,-,-,-,-,-,-,-
276,AC Dawson (SA),A,2003-2004,9,4,2,52,23*,26,58,89.65,0,0,0
277,AC Dawson (SA),N,1998-2003,9,3,2,17,7*,17,9,188.88,0,0,0
278,AC Dawson (SA),T,1998-2004,19,7,4,69,23*,23,67,102.98,0,0,0
279,AC Evans (SCOT),H,2009-2019,16,5,1,17,9*,4.25,33,51.51,0,0,1
280,AC Evans (SCOT),A,2014-2021,9,5,2,28,22,9.33,47,59.57,0,0,1
281,AC Evans (SCOT),N,2015-2021,16,8,5,55,28,18.33,77,71.42,0,0,0
282,AC Evans (SCOT),T,2009-2021,41,18,8,100,28,10,157,63.69,0,0,2
283,AC Gilchrist (AUS),H,1997-2008,115,110,3,3960,172,37,4010,98.75,9,19,8
284,AC Gilchrist (AUS),A,1997-2007,110,107,3,3642,128,35.01,3778,96.4,6,21,7
285,AC Gilchrist (AUS/ICC),N,1996-2007,62,62,5,2017,149,35.38,2134,94.51,1,15,4
286,AC Gilchrist (AUS/ICC),T,1996-2008,287,279,11,9619,172,35.89,9922,96.94,16,55,19
287,AC Hudson (SA),H,1992-1997,35,35,0,1097,108,31.34,1841,59.58,1,8,2
288,AC Hudson (SA),A,1991-1997,25,24,0,505,62,21.04,865,58.38,0,2,2
289,AC Hudson (SA),N,1992-1997,29,29,1,957,161,34.17,1254,76.31,1,8,2
290,AC Hudson (SA),T,1991-1997,89,88,1,2559,161,29.41,3960,64.62,2,18,6
291,AC Parore (NZ),H,1992-2001,75,63,12,1136,61*,22.27,1716,66.2,0,1,9
292,AC Parore (NZ),A,1992-2002,50,46,6,1084,108,27.1,1541,70.34,1,4,3
293,AC Parore (NZ),N,1994-2002,54,52,14,1094,93,28.78,1610,67.95,0,9,7
294,AC Parore (NZ),T,1992-2002,179,161,32,3314,108,25.68,4867,68.09,1,14,19
295,AC Valthapa (UAE),A,2023-2023,2,1,0,14,14,14,22,63.63,0,0,0
296,AC Valthapa (UAE),N,2023-2023,1,-,-,-,-,-,-,-,-,-,-
297,AC Valthapa (UAE),T,2023-2023,3,1,0,14,14,14,22,63.63,0,0,0
298,AC Voges (AUS),H,2010-2013,7,7,3,313,112*,78.25,325,96.3,1,1,0
299,AC Voges (AUS),A,2007-2013,22,19,6,437,76*,33.61,535,81.68,0,2,0
300,AC Voges (AUS),N,2013-2013,2,2,0,120,71,60,138,86.95,0,1,0
301,AC Voges (AUS),T,2007-2013,31,28,9,870,112*,45.78,998,87.17,1,4,0
302,AC Waller (ZIM),H,1992-1997,10,10,0,182,48,18.2,279,65.23,0,0,2
303,AC Waller (ZIM),A,1987-1997,10,10,0,210,52,21,350,60,0,1,1
304,AC Waller (ZIM),N,1987-1997,19,18,3,426,83*,28.4,543,78.45,0,3,1
305,AC Waller (ZIM),T,1987-1997,39,38,3,818,83*,23.37,1172,69.79,0,4,4
306,ACI Lock (ZIM),A,1996-1996,4,1,1,2,2*,-,4,50,0,0,0
307,ACI Lock (ZIM),N,1996-1996,4,2,1,6,5,6,16,37.5,0,0,0
308,ACI Lock (ZIM),T,1996-1996,8,3,2,8,5,8,20,40,0,0,0
309,ACL Richards (WI),N,2007-2007,1,1,0,2,2,2,2,100,0,0,0
310,ACL Richards (WI),T,2007-2007,1,1,0,2,2,2,2,100,0,0,0
311,AD Brown (ENG),H,1996-2001,11,11,0,278,118,25.27,314,88.53,1,1,2
312,AD Brown (ENG),N,1997-1998,5,5,0,76,41,15.2,113,67.25,0,0,0
313,AD Brown (ENG),T,1996-2001,16,16,0,354,118,22.12,427,82.9,1,1,2
314,AD Gaekwad (IND),H,1983-1987,3,3,0,12,12,4,38,31.57,0,0,2
315,AD Gaekwad (IND),A,1975-1984,7,7,1,166,78*,27.66,307,54.07,0,1,0
316,AD Gaekwad (IND),N,1975-1979,5,4,0,91,37,22.75,164,55.48,0,0,0
317,AD Gaekwad (IND),T,1975-1987,15,14,1,269,78*,20.69,509,52.84,0,1,2
318,AD Hales (ENG),H,2014-2018,40,39,3,1304,171,36.22,1256,103.82,3,6,3
319,AD Hales (ENG),A,2014-2019,24,22,0,880,112,40,1002,87.82,2,8,2
320,AD Hales (ENG),N,2015-2015,6,6,0,235,109,39.16,269,87.36,1,0,0
321,AD Hales (ENG),T,2014-2019,70,67,3,2419,171,37.79,2527,95.72,6,14,5
322,AD Mascarenhas (ENG),H,2007-2009,12,9,1,151,52,18.87,131,115.26,0,1,1
323,AD Mascarenhas (ENG),A,2008-2009,8,4,1,94,36,31.33,126,74.6,0,0,1
324,AD Mascarenhas (ENG),T,2007-2009,20,13,2,245,52,22.27,257,95.33,0,1,2
325,AD Mathews (SL),H,2009-2020,101,81,20,2314,97*,37.93,2780,83.23,0,18,7
326,AD Mathews (SL),A,2008-2023,74,66,18,2228,139*,46.41,2560,87.03,2,14,6
327,AD Mathews (SL),N,2009-2019,45,43,10,1311,113,39.72,1697,77.25,1,8,3
328,AD Mathews (SL),T,2008-2023,220,190,48,5853,139*,41.21,7037,83.17,3,40,16
329,AD Mullally (ENG),H,1996-2001,24,12,4,18,6,2.25,102,17.64,0,0,4
330,AD Mullally (ENG),A,1996-2001,20,11,4,66,20,9.42,121,54.54,0,0,2
331,AD Mullally (ENG),N,1999-1999,6,2,2,2,2*,-,15,13.33,0,0,0
332,AD Mullally (ENG),T,1996-2001,50,25,10,86,20,5.73,238,36.13,0,0,6
333,AD Poynter (IRE),H,2008-2014,7,5,2,74,22*,24.66,142,52.11,0,0,0
334,AD Poynter (IRE),A,2008-2014,6,6,0,95,51,15.83,133,71.42,0,1,1
335,AD Poynter (IRE),N,2008-2010,6,5,1,86,78,21.5,137,62.77,0,1,2
336,AD Poynter (IRE),T,2008-2014,19,16,3,255,78,19.61,412,61.89,0,2,3
337,AD Russell (WI),H,2011-2018,18,12,3,380,92*,42.22,299,127.09,0,2,0
338,AD Russell (WI),A,2011-2019,27,26,4,503,64*,22.86,384,130.98,0,2,4
339,AD Russell (WI),N,2011-2019,11,9,2,151,49,21.57,111,136.03,0,0,2
340,AD Russell (WI),T,2011-2019,56,47,9,1034,92*,27.21,794,130.22,0,4,6
341,Adeel Raja (NED),H,2008-2010,7,2,0,0,0,0,4,0,0,0,2
342,Adeel Raja (NED),A,2002-2011,6,5,0,13,6,2.6,86,15.11,0,0,1
343,Adeel Raja (NED),N,2002-2011,8,5,2,15,8*,5,49,30.61,0,0,1
344,Adeel Raja (NED),T,2002-2011,21,12,2,28,8*,2.8,139,20.14,0,0,4
345,ADG Roberts (NZ),A,1976-1976,1,1,0,16,16,16,24,66.66,0,0,0
346,ADG Roberts (NZ),T,1976-1976,1,1,0,16,16,16,24,66.66,0,0,0
347,ADJ Pitcher (BMUDA),A,2007-2007,2,2,0,12,12,6,16,75,0,0,1
348,ADJ Pitcher (BMUDA),N,2007-2007,1,1,0,8,8,8,12,66.66,0,0,0
349,ADJ Pitcher (BMUDA),T,2007-2007,3,3,0,20,12,6.66,28,71.42,0,0,1
350,Adnan Akmal (PAK),A,2011-2011,3,2,1,51,27,51,65,78.46,0,0,0
351,Adnan Akmal (PAK),N,2012-2012,2,2,0,11,9,5.5,24,45.83,0,0,0
352,Adnan Akmal (PAK),T,2011-2012,5,4,1,62,27,20.66,89,69.66,0,0,0
353,Adnan Mufti (UAE),H,2017-2018,11,9,2,187,43*,26.71,259,72.2,0,0,0
354,Adnan Mufti (UAE),A,2018-2018,1,1,1,10,10*,-,13,76.92,0,0,0
355,Adnan Mufti (UAE),N,2018-2018,6,6,1,133,57*,26.6,137,97.08,0,1,0
356,Adnan Mufti (UAE),T,2017-2018,18,16,4,330,57*,27.5,409,80.68,0,1,0
357,ADR Campbell (ZIM),H,1992-2002,58,58,7,1694,131*,33.21,2571,65.88,2,11,4
